item_id,item_name,item_type,parent_id,quantity,lead_time,cost,supplier,inventory,min_stock,assembly_time,distributor,transport_method,transport_cost,transport_time,timestamp
CP012,Component CP012,component,SS013,4,40,209506,Supplier_009,20,5,0,Distributor_014,Sea Freight,3273,27,2014-01-31 09:49:55
SC019,Subcomponent SC019,subcomponent,CP003,4,13,7237,Supplier_013,32,3,13,Distributor_010,Air Freight,3300,23,2010-12-07 18:55:40
RM004,Raw_material RM004,raw_material,CP003,4,6,5240,Supplier_001,99,1,43,Distributor_001,Rail,8083,3,2015-04-17 07:03:52
SC015,Subcomponent SC015,subcomponent,CP004,1,6,7744,Supplier_025,48,1,72,Distributor_014,Rail,1764,27,2020-07-12 04:40:42
RM012,Raw_material RM012,raw_material,CP004,1,4,953,Supplier_003,65,5,45,Distributor_003,Sea Freight,4024,25,2017-04-10 19:56:50
SC001,Subcomponent SC001,subcomponent,CP014,3,17,33223,Supplier_033,49,4,55,Distributor_011,Rail,1063,27,2014-11-28 05:57:53
SC006,Subcomponent SC006,subcomponent,CP012,2,18,6510,Supplier_019,58,2,43,Distributor_012,Truck,4867,27,2021-11-28 07:29:39
RM001,Raw_material RM001,raw_material,CP012,3,6,2193,Supplier_043,80,3,58,Distributor_014,Rail,9066,11,2016-04-09 05:10:23
CP013,Component CP013,component,SS001,3,33,212210,Supplier_030,31,4,16,Distributor_014,Truck,4303,27,2019-12-20 10:33:28
SC005,Subcomponent SC005,subcomponent,CP006,5,5,19535,Supplier_042,32,3,22,Distributor_003,Sea Freight,130,9,2010-08-11 08:16:21
SC011,Subcomponent SC011,subcomponent,CP010,5,18,33825,Supplier_035,48,1,45,Distributor_010,Rail,5291,19,2011-05-16 01:10:11
SC016,Subcomponent SC016,subcomponent,CP013,1,18,22153,Supplier_008,20,3,27,Distributor_012,Rail,9217,26,2019-11-29 01:31:46
CP009,Component CP009,component,SS015,4,32,83311,Supplier_033,18,4,0,Distributor_004,Rail,8913,3,2011-10-27 00:11:40
SC013,Subcomponent SC013,subcomponent,CP009,2,18,36646,Supplier_027,33,1,69,Distributor_013,Sea Freight,7449,10,2020-03-04 02:53:26
RM013,Raw_material RM013,raw_material,CP009,2,6,3842,Supplier_027,47,2,54,Distributor_008,Rail,7021,2,2017-10-11 05:15:04
SS009,Subsystem SS009,subsystem,SY006,4,68,1587138,Supplier_034,13,4,53,Distributor_012,Rail,5376,20,2020-10-20 06:45:58
CP007,Component CP007,component,SS010,4,42,199825,Supplier_009,21,3,65,Distributor_008,Rail,7539,11,2016-08-10 18:02:45
SC008,Subcomponent SC008,subcomponent,CP004,1,12,37994,Supplier_041,33,1,24,Distributor_003,Air Freight,9127,27,2018-12-30 22:25:05
RM014,Raw_material RM014,raw_material,CP019,1,9,3838,Supplier_041,64,4,11,Distributor_002,Sea Freight,568,19,2011-04-20 01:56:59
SC010,Subcomponent SC010,subcomponent,CP007,2,9,30569,Supplier_043,17,3,30,Distributor_003,Sea Freight,6371,2,2013-03-11 19:03:30
RM016,Raw_material RM016,raw_material,CP007,1,9,4974,Supplier_029,103,3,61,Distributor_006,Rail,9204,2,2019-05-20 02:48:52
SC018,Subcomponent SC018,subcomponent,CP007,4,19,7498,Supplier_020,38,5,62,Distributor_007,Sea Freight,910,13,2012-10-30 15:23:24
RM003,Raw_material RM003,raw_material,CP007,5,4,1626,Supplier_040,48,5,49,Distributor_008,Air Freight,957,16,2020-12-10 00:02:41
CP011,Component CP011,component,SS017,5,37,120276,Supplier_018,14,3,28,Distributor_006,Rail,1441,24,2010-11-06 09:05:29
SC006,Subcomponent SC006,subcomponent,CP007,1,13,23457,Supplier_012,46,5,29,Distributor_004,Air Freight,3364,9,2015-11-05 08:00:32
SC019,Subcomponent SC019,subcomponent,CP011,3,12,7678,Supplier_013,20,3,36,Distributor_004,Rail,8667,14,2012-02-22 00:32:25
RM004,Raw_material RM004,raw_material,CP011,2,1,2245,Supplier_038,60,2,54,Distributor_011,Air Freight,7408,17,2019-07-28 21:51:13
CP001,Component CP001,component,SS020,2,44,57365,Supplier_001,20,1,48,Distributor_009,Truck,240,13,2018-03-17 06:01:43
SC017,Subcomponent SC017,subcomponent,CP004,3,17,7105,Supplier_033,39,3,13,Distributor_004,Rail,9128,20,2017-11-26 10:59:47
SC003,Subcomponent SC003,subcomponent,CP001,3,14,29619,Supplier_029,17,1,42,Distributor_001,Truck,2060,27,2020-04-11 17:11:53
RM015,Raw_material RM015,raw_material,CP001,1,9,2581,Supplier_037,46,4,9,Distributor_011,Rail,1618,16,2010-11-30 19:10:17
CP012,Component CP012,component,SS009,5,26,342566,Supplier_041,17,1,54,Distributor_008,Rail,583,11,2019-11-20 22:51:01
SC002,Subcomponent SC002,subcomponent,CP012,2,7,41444,Supplier_002,44,1,67,Distributor_005,Sea Freight,8429,13,2016-06-11 14:10:52
SS008,Subsystem SS008,subsystem,SY016,1,69,745160,Supplier_018,6,1,70,Distributor_008,Truck,9465,25,2014-07-05 20:28:04
CP001,Component CP001,component,SS015,4,22,173062,Supplier_039,11,1,51,Distributor_001,Truck,5278,25,2014-10-01 03:57:43
SC017,Subcomponent SC017,subcomponent,CP016,2,17,40496,Supplier_015,28,4,70,Distributor_007,Truck,260,7,2016-09-06 05:37:54
SC017,Subcomponent SC017,subcomponent,CP001,3,11,15547,Supplier_035,45,3,57,Distributor_007,Air Freight,1118,2,2013-07-01 05:06:56
CP018,Component CP018,component,SS008,1,41,89306,Supplier_008,29,3,62,Distributor_004,Truck,3647,22,2012-08-12 13:55:49
SC016,Subcomponent SC016,subcomponent,CP018,1,15,12620,Supplier_030,51,2,37,Distributor_004,Truck,7950,6,2021-03-21 06:09:28
SS003,Subsystem SS003,subsystem,SY002,3,85,1892146,Supplier_015,5,3,64,Distributor_004,Sea Freight,7075,7,2018-05-19 11:35:56
SC018,Subcomponent SC018,subcomponent,CP019,2,8,32850,Supplier_009,45,5,28,Distributor_010,Sea Freight,9042,29,2011-09-30 07:44:17
SC017,Subcomponent SC017,subcomponent,CP006,4,12,21876,Supplier_031,34,5,33,Distributor_009,Truck,1452,20,2012-07-15 21:09:48
RM002,Raw_material RM002,raw_material,CP006,4,7,2987,Supplier_033,68,5,9,Distributor_010,Sea Freight,4480,13,2014-01-20 23:16:40
CP015,Component CP015,component,SS009,3,15,64821,Supplier_001,10,4,39,Distributor_014,Truck,3035,3,2016-02-01 09:14:18
SC020,Subcomponent SC020,subcomponent,CP018,4,6,12262,Supplier_036,27,1,40,Distributor_002,Rail,1459,22,2021-09-30 03:37:36
SC016,Subcomponent SC016,subcomponent,CP012,4,9,38805,Supplier_033,28,4,28,Distributor_004,Rail,625,15,2016-07-18 16:52:31
SC018,Subcomponent SC018,subcomponent,CP005,1,19,22751,Supplier_003,41,3,61,Distributor_006,Air Freight,6375,18,2013-02-06 12:45:53
SC020,Subcomponent SC020,subcomponent,CP014,2,19,18405,Supplier_037,24,5,53,Distributor_008,Truck,6097,21,2018-09-05 20:40:44
RM013,Raw_material RM013,raw_material,CP014,5,5,3540,Supplier_011,71,5,16,Distributor_014,Sea Freight,7767,29,2017-08-22 14:35:13
SC006,Subcomponent SC006,subcomponent,CP015,5,13,7687,Supplier_044,39,3,3,Distributor_012,Truck,1675,24,2010-02-15 10:33:48
CP008,Component CP008,component,SS016,3,18,102755,Supplier_043,15,1,61,Distributor_012,Truck,4231,29,2019-09-09 05:25:47
SC001,Subcomponent SC001,subcomponent,CP009,2,7,21739,Supplier_016,31,1,44,Distributor_010,Rail,4576,20,2020-02-05 10:51:32
SC014,Subcomponent SC014,subcomponent,CP003,4,7,25100,Supplier_017,33,2,27,Distributor_012,Air Freight,8128,1,2021-01-01 20:35:41
SC018,Subcomponent SC018,subcomponent,CP013,3,13,10774,Supplier_042,29,2,19,Distributor_010,Rail,4018,11,2020-12-24 09:13:28
RM010,Raw_material RM010,raw_material,CP013,2,1,3121,Supplier_005,86,1,10,Distributor_008,Truck,4984,10,2014-06-10 03:24:05
SC016,Subcomponent SC016,subcomponent,CP020,1,6,22755,Supplier_010,23,4,4,Distributor_012,Truck,9507,14,2011-05-07 06:20:30
RM002,Raw_material RM002,raw_material,CP020,3,7,2219,Supplier_028,107,3,31,Distributor_011,Sea Freight,918,6,2016-02-27 06:33:16
SC001,Subcomponent SC001,subcomponent,CP008,3,8,23571,Supplier_034,51,2,70,Distributor_008,Air Freight,1881,9,2017-08-18 10:17:31
CP008,Component CP008,component,SS001,2,34,187543,Supplier_041,15,1,40,Distributor_012,Air Freight,2966,3,2017-07-14 04:32:15
SC009,Subcomponent SC009,subcomponent,CP002,1,19,44902,Supplier_035,29,4,23,Distributor_008,Truck,6059,28,2010-11-29 12:11:50
SC020,Subcomponent SC020,subcomponent,CP001,5,5,26152,Supplier_004,16,4,55,Distributor_013,Sea Freight,9896,17,2012-09-20 15:07:32
RM013,Raw_material RM013,raw_material,CP001,4,9,4353,Supplier_035,57,5,60,Distributor_001,Sea Freight,1295,14,2016-01-27 12:59:48
SC013,Subcomponent SC013,subcomponent,CP008,1,18,37594,Supplier_008,21,1,2,Distributor_001,Air Freight,4538,12,2015-08-03 11:43:39
CP009,Component CP009,component,SS011,5,43,88459,Supplier_040,8,2,43,Distributor_001,Rail,2827,2,2020-04-14 10:10:55
SC019,Subcomponent SC019,subcomponent,CP012,2,6,18207,Supplier_002,14,4,46,Distributor_009,Truck,9634,24,2020-03-30 18:06:02
SC002,Subcomponent SC002,subcomponent,CP004,5,18,9767,Supplier_039,27,1,9,Distributor_007,Rail,8134,26,2014-11-15 02:07:19
SC001,Subcomponent SC001,subcomponent,CP009,4,14,9332,Supplier_013,46,1,0,Distributor_005,Air Freight,7306,21,2014-12-18 23:49:00
CP017,Component CP017,component,SS003,4,31,356383,Supplier_038,19,4,70,Distributor_002,Truck,7850,10,2019-09-23 11:53:58
SC012,Subcomponent SC012,subcomponent,CP017,5,5,29147,Supplier_012,36,1,6,Distributor_014,Air Freight,9342,16,2015-03-23 02:04:31
CP003,Component CP003,component,SS013,3,23,342875,Supplier_006,25,3,47,Distributor_006,Air Freight,4396,21,2021-03-20 05:58:06
SC014,Subcomponent SC014,subcomponent,CP016,4,14,19119,Supplier_004,40,3,31,Distributor_002,Air Freight,9443,16,2019-05-03 09:45:15
SC004,Subcomponent SC004,subcomponent,CP011,2,16,20816,Supplier_038,38,2,27,Distributor_005,Truck,3609,11,2016-11-16 19:41:47
SC008,Subcomponent SC008,subcomponent,CP003,1,18,19550,Supplier_036,55,5,9,Distributor_008,Sea Freight,8369,25,2014-11-14 11:26:36
CP011,Component CP011,component,SS008,2,23,448270,Supplier_009,16,3,70,Distributor_012,Truck,307,1,2020-04-06 18:12:30
SC016,Subcomponent SC016,subcomponent,CP007,4,18,35869,Supplier_018,33,5,39,Distributor_010,Rail,1591,10,2012-09-22 04:09:28
SC014,Subcomponent SC014,subcomponent,CP001,3,20,13879,Supplier_004,22,3,22,Distributor_003,Air Freight,5231,18,2012-08-06 17:52:02
SC005,Subcomponent SC005,subcomponent,CP011,2,21,54083,Supplier_022,43,2,69,Distributor_003,Truck,9440,1,2021-04-19 17:29:32
CP011,Component CP011,component,SS004,4,28,297394,Supplier_010,25,3,72,Distributor_004,Truck,434,10,2018-10-21 21:39:05
RM015,Raw_material RM015,raw_material,CP010,3,3,4120,Supplier_026,64,2,39,Distributor_001,Rail,7497,15,2013-12-20 22:04:13
SC019,Subcomponent SC019,subcomponent,CP001,5,11,50284,Supplier_022,37,3,46,Distributor_008,Rail,5629,27,2012-10-28 15:59:03
SC005,Subcomponent SC005,subcomponent,CP011,3,9,33305,Supplier_035,45,4,40,Distributor_001,Sea Freight,6239,1,2013-11-09 11:28:53
SC010,Subcomponent SC010,subcomponent,CP011,1,10,41685,Supplier_016,50,4,35,Distributor_008,Truck,5471,13,2019-04-17 05:17:13
RM001,Raw_material RM001,raw_material,CP011,4,10,2878,Supplier_037,82,4,10,Distributor_014,Truck,5623,8,2019-11-06 03:20:35
CP016,Component CP016,component,SS011,4,16,120499,Supplier_008,19,5,0,Distributor_007,Sea Freight,4679,29,2020-02-03 08:42:34
SC007,Subcomponent SC007,subcomponent,CP002,1,18,9306,Supplier_010,31,2,59,Distributor_003,Sea Freight,4068,27,2011-05-10 16:21:57
SC001,Subcomponent SC001,subcomponent,CP006,1,14,34740,Supplier_030,28,4,63,Distributor_004,Rail,1775,7,2015-04-28 04:00:15
RM019,Raw_material RM019,raw_material,CP006,4,4,1321,Supplier_032,69,1,12,Distributor_008,Sea Freight,4123,9,2014-05-24 16:34:06
SC010,Subcomponent SC010,subcomponent,CP016,1,15,25589,Supplier_040,16,5,23,Distributor_013,Sea Freight,8711,8,2014-09-08 05:59:48
CP016,Component CP016,component,SS013,3,36,60873,Supplier_012,15,4,64,Distributor_003,Rail,8134,20,2018-02-12 05:32:20
SC020,Subcomponent SC020,subcomponent,CP008,3,15,22967,Supplier_032,37,1,34,Distributor_010,Truck,5437,18,2015-01-31 09:19:05
SC013,Subcomponent SC013,subcomponent,CP016,2,18,39186,Supplier_014,25,3,9,Distributor_007,Sea Freight,7075,1,2020-05-07 05:07:52
SS004,Subsystem SS004,subsystem,SY016,5,70,2037539,Supplier_041,5,2,12,Distributor_011,Rail,5891,22,2012-03-24 19:16:09
CP009,Component CP009,component,SS009,5,39,203575,Supplier_043,18,3,58,Distributor_008,Air Freight,3419,20,2014-08-14 11:48:00
SC011,Subcomponent SC011,subcomponent,CP019,5,17,41513,Supplier_030,35,2,0,Distributor_010,Sea Freight,6151,21,2012-07-30 23:51:03
SC003,Subcomponent SC003,subcomponent,CP002,3,14,28418,Supplier_012,63,2,59,Distributor_001,Sea Freight,4641,26,2010-01-09 19:46:48
RM013,Raw_material RM013,raw_material,CP002,3,1,2254,Supplier_029,86,3,52,Distributor_001,Truck,684,21,2015-04-24 12:30:21
SC004,Subcomponent SC004,subcomponent,CP003,3,13,23531,Supplier_015,30,1,3,Distributor_003,Rail,4877,20,2019-04-05 15:25:32
RM013,Raw_material RM013,raw_material,CP003,5,4,5018,Supplier_020,76,3,39,Distributor_007,Rail,2934,27,2018-12-10 03:39:54
SC015,Subcomponent SC015,subcomponent,CP003,4,20,36439,Supplier_021,35,2,14,Distributor_009,Air Freight,9161,5,2019-06-19 11:12:08
SC012,Subcomponent SC012,subcomponent,CP009,5,20,40504,Supplier_018,26,5,49,Distributor_006,Sea Freight,4506,9,2013-07-18 18:31:12
RM016,Raw_material RM016,raw_material,CP009,4,7,1428,Supplier_021,47,3,4,Distributor_014,Rail,4198,15,2019-07-05 07:01:06
CP018,Component CP018,component,SS015,3,45,219733,Supplier_008,11,2,62,Distributor_004,Sea Freight,697,18,2010-02-12 16:16:17
SC020,Subcomponent SC020,subcomponent,CP013,5,4,17108,Supplier_038,52,5,19,Distributor_005,Truck,2420,11,2011-09-21 15:38:48
SC012,Subcomponent SC012,subcomponent,CP002,5,8,47274,Supplier_034,30,3,25,Distributor_011,Air Freight,2205,29,2011-02-09 02:46:39
SC012,Subcomponent SC012,subcomponent,CP009,5,15,39919,Supplier_041,24,1,50,Distributor_003,Air Freight,2320,13,2012-08-23 04:37:04
RM004,Raw_material RM004,raw_material,CP009,5,8,1168,Supplier_004,62,4,54,Distributor_013,Sea Freight,8199,12,2011-02-21 21:21:35
SC002,Subcomponent SC002,subcomponent,CP018,3,6,38792,Supplier_016,27,4,20,Distributor_001,Truck,5967,4,2018-01-30 20:14:38
CP011,Component CP011,component,SS005,4,23,374612,Supplier_033,8,5,11,Distributor_008,Rail,4746,14,2019-06-27 05:27:34
SC008,Subcomponent SC008,subcomponent,CP005,5,15,14576,Supplier_042,64,2,27,Distributor_007,Air Freight,9921,4,2014-04-18 16:06:17
SC004,Subcomponent SC004,subcomponent,CP012,1,5,38711,Supplier_021,26,5,58,Distributor_012,Sea Freight,8425,12,2010-11-05 16:45:28
SC003,Subcomponent SC003,subcomponent,CP011,5,18,22105,Supplier_006,50,5,14,Distributor_008,Truck,4707,24,2010-02-25 06:15:31
RM015,Raw_material RM015,raw_material,CP011,2,3,1047,Supplier_016,105,3,15,Distributor_010,Rail,4805,15,2020-11-30 12:20:27
CP018,Component CP018,component,SS011,4,24,392137,Supplier_022,18,5,18,Distributor_003,Truck,3447,18,2014-07-19 09:32:17
SC018,Subcomponent SC018,subcomponent,CP004,1,4,24122,Supplier_002,35,1,42,Distributor_009,Sea Freight,8509,7,2011-10-21 00:30:59
SC014,Subcomponent SC014,subcomponent,CP018,1,15,34530,Supplier_032,31,5,47,Distributor_005,Air Freight,7728,6,2011-01-19 13:14:31
CP012,Component CP012,component,SS004,5,29,452576,Supplier_001,21,4,42,Distributor_005,Air Freight,8327,16,2020-10-09 23:46:54
SC002,Subcomponent SC002,subcomponent,CP012,2,16,16112,Supplier_024,42,2,0,Distributor_012,Sea Freight,6261,9,2016-04-10 11:49:31
RM011,Raw_material RM011,raw_material,CP012,5,2,3587,Supplier_007,92,2,0,Distributor_006,Truck,7705,29,2011-11-25 17:16:03
CP004,Component CP004,component,SS005,5,20,59964,Supplier_038,11,2,60,Distributor_011,Sea Freight,1605,19,2012-07-14 11:42:41
SC004,Subcomponent SC004,subcomponent,CP019,2,8,41009,Supplier_006,42,3,53,Distributor_009,Sea Freight,9463,9,2011-05-28 15:42:27
RM004,Raw_material RM004,raw_material,CP019,2,5,3590,Supplier_038,77,2,14,Distributor_012,Air Freight,7129,5,2019-12-23 17:11:32
SC020,Subcomponent SC020,subcomponent,CP005,1,20,25000,Supplier_017,32,2,46,Distributor_001,Air Freight,392,16,2020-09-22 00:24:39
SC002,Subcomponent SC002,subcomponent,CP010,3,8,37017,Supplier_016,39,2,47,Distributor_009,Rail,9534,26,2019-07-20 01:46:57
SC001,Subcomponent SC001,subcomponent,CP004,3,15,30758,Supplier_025,34,3,63,Distributor_005,Truck,8951,8,2012-04-08 18:14:03
CP010,Component CP010,component,SS011,2,18,324638,Supplier_030,26,2,59,Distributor_006,Sea Freight,4284,24,2011-11-29 17:56:18
SC005,Subcomponent SC005,subcomponent,CP007,2,11,6725,Supplier_018,46,5,11,Distributor_008,Rail,9867,10,2014-04-18 15:54:55
SC019,Subcomponent SC019,subcomponent,CP016,2,12,42104,Supplier_022,40,2,43,Distributor_002,Air Freight,3671,4,2012-04-02 18:46:43
SC003,Subcomponent SC003,subcomponent,CP012,4,12,20805,Supplier_008,46,4,20,Distributor_004,Rail,4489,26,2012-09-29 22:07:01
SC013,Subcomponent SC013,subcomponent,CP010,3,17,39989,Supplier_003,21,1,24,Distributor_001,Truck,6409,2,2020-02-11 13:17:45
CP018,Component CP018,component,SS001,2,20,375632,Supplier_020,26,5,25,Distributor_012,Truck,3205,17,2016-10-23 17:08:16
SC017,Subcomponent SC017,subcomponent,CP014,5,20,11201,Supplier_023,32,5,52,Distributor_001,Sea Freight,2028,28,2015-02-24 03:12:35
SC005,Subcomponent SC005,subcomponent,CP005,1,15,19567,Supplier_023,19,4,72,Distributor_009,Air Freight,3816,22,2012-04-20 08:51:43
SC015,Subcomponent SC015,subcomponent,CP020,3,6,33980,Supplier_007,43,3,35,Distributor_013,Truck,9319,5,2019-12-03 12:45:29
SC001,Subcomponent SC001,subcomponent,CP018,4,14,26579,Supplier_029,43,1,19,Distributor_004,Sea Freight,2964,14,2021-07-25 14:06:17
CP017,Component CP017,component,SS011,4,36,506023,Supplier_005,22,1,70,Distributor_002,Rail,7902,7,2020-05-01 01:20:11
SC008,Subcomponent SC008,subcomponent,CP007,1,5,34989,Supplier_035,58,3,49,Distributor_005,Sea Freight,1467,10,2018-04-17 10:14:24
SC018,Subcomponent SC018,subcomponent,CP002,4,19,9894,Supplier_041,23,4,36,Distributor_004,Sea Freight,2407,28,2016-01-23 19:28:54
SC014,Subcomponent SC014,subcomponent,CP016,5,18,52215,Supplier_001,56,5,61,Distributor_011,Air Freight,2951,27,2015-11-03 01:40:18
SC002,Subcomponent SC002,subcomponent,CP017,4,15,23589,Supplier_044,47,3,59,Distributor_006,Air Freight,3310,17,2017-05-05 09:56:19
RM010,Raw_material RM010,raw_material,CP017,2,1,2814,Supplier_038,62,2,38,Distributor_012,Rail,8426,26,2010-11-07 05:42:50
CP010,Component CP010,component,SS013,5,35,135512,Supplier_025,14,2,8,Distributor_003,Air Freight,4688,8,2011-06-27 04:43:37
SC008,Subcomponent SC008,subcomponent,CP009,3,14,28278,Supplier_037,35,5,69,Distributor_004,Truck,1023,25,2013-09-11 18:01:30
RM005,Raw_material RM005,raw_material,CP009,5,9,3628,Supplier_028,42,4,60,Distributor_012,Rail,6452,8,2016-07-05 17:16:21
SC015,Subcomponent SC015,subcomponent,CP010,5,15,23591,Supplier_006,37,4,60,Distributor_014,Truck,4016,3,2013-09-18 04:24:04
CP004,Component CP004,component,SS016,1,38,353875,Supplier_014,12,2,65,Distributor_013,Truck,1222,10,2015-02-20 17:12:09
SC010,Subcomponent SC010,subcomponent,CP001,1,20,26385,Supplier_025,37,2,5,Distributor_010,Air Freight,7849,24,2018-09-13 13:29:39
RM014,Raw_material RM014,raw_material,CP001,2,5,691,Supplier_019,96,5,9,Distributor_003,Rail,8397,8,2019-10-24 20:12:23
SC007,Subcomponent SC007,subcomponent,CP008,3,11,48522,Supplier_006,21,3,9,Distributor_014,Truck,6939,16,2010-10-10 01:20:22
SC020,Subcomponent SC020,subcomponent,CP020,5,9,29070,Supplier_026,36,5,5,Distributor_007,Sea Freight,6404,5,2020-02-07 18:39:10
RM014,Raw_material RM014,raw_material,CP020,3,8,4318,Supplier_001,67,1,6,Distributor_007,Air Freight,7857,24,2017-03-24 19:10:26
RM009,Raw_material RM009,raw_material,CP006,2,9,1792,Supplier_010,94,3,20,Distributor_009,Rail,3763,11,2016-01-26 09:33:45
SC004,Subcomponent SC004,subcomponent,CP004,4,13,24850,Supplier_040,51,5,60,Distributor_001,Rail,1319,13,2018-03-30 16:24:43
RM003,Raw_material RM003,raw_material,CP004,3,5,2722,Supplier_026,68,4,23,Distributor_006,Truck,616,9,2016-01-30 09:44:23
SC010,Subcomponent SC010,subcomponent,CP004,3,6,17477,Supplier_001,52,5,62,Distributor_005,Rail,4817,22,2010-05-22 01:38:22
CP010,Component CP010,component,SS004,4,31,69160,Supplier_032,12,3,33,Distributor_004,Sea Freight,5693,10,2010-11-19 08:55:55
SC001,Subcomponent SC001,subcomponent,CP012,4,12,25175,Supplier_039,42,5,47,Distributor_001,Rail,9654,2,2018-08-07 09:38:42
SC020,Subcomponent SC020,subcomponent,CP005,3,11,22171,Supplier_002,16,4,26,Distributor_010,Sea Freight,2677,16,2015-11-28 20:11:48
SC009,Subcomponent SC009,subcomponent,CP003,4,8,6594,Supplier_022,50,4,5,Distributor_007,Rail,7056,11,2011-11-30 18:43:43
SC002,Subcomponent SC002,subcomponent,CP010,1,16,32556,Supplier_004,42,4,46,Distributor_002,Truck,6870,15,2012-02-12 05:42:15
CP003,Component CP003,component,SS019,4,37,205247,Supplier_029,19,4,42,Distributor_010,Sea Freight,3469,1,2012-01-14 06:37:20
SC016,Subcomponent SC016,subcomponent,CP017,2,13,34220,Supplier_009,40,1,9,Distributor_001,Sea Freight,6110,21,2013-03-08 00:51:42
SC011,Subcomponent SC011,subcomponent,CP020,2,13,30979,Supplier_018,41,3,23,Distributor_012,Truck,4374,18,2014-06-22 08:12:48
SC017,Subcomponent SC017,subcomponent,CP003,1,19,24385,Supplier_001,38,4,60,Distributor_002,Air Freight,3814,5,2014-03-04 13:56:12
RM012,Raw_material RM012,raw_material,CP003,4,8,4756,Supplier_042,66,1,46,Distributor_012,Truck,9508,27,2014-03-15 09:15:00
CP015,Component CP015,component,SS008,5,26,162117,Supplier_014,28,4,6,Distributor_007,Sea Freight,7034,19,2012-05-15 02:16:38
SC019,Subcomponent SC019,subcomponent,CP004,4,4,22103,Supplier_032,46,5,50,Distributor_014,Air Freight,6864,2,2021-05-03 01:27:13
SC005,Subcomponent SC005,subcomponent,CP007,3,17,16605,Supplier_040,45,4,19,Distributor_002,Rail,1393,8,2014-12-03 01:17:41
SC002,Subcomponent SC002,subcomponent,CP015,4,9,43262,Supplier_040,39,2,64,Distributor_002,Truck,9126,23,2016-06-19 06:05:45
CP015,Component CP015,component,SS012,3,24,295222,Supplier_015,27,4,11,Distributor_012,Rail,9066,4,2015-08-13 07:57:49
SC016,Subcomponent SC016,subcomponent,CP005,1,19,53487,Supplier_038,28,1,23,Distributor_010,Sea Freight,1975,20,2019-03-17 11:20:35
SC008,Subcomponent SC008,subcomponent,CP015,1,10,29383,Supplier_031,24,1,55,Distributor_002,Rail,9055,20,2020-12-30 12:29:11
RM013,Raw_material RM013,raw_material,CP015,3,8,4495,Supplier_015,95,5,21,Distributor_003,Rail,2511,2,2018-08-05 15:04:47
CP005,Component CP005,component,SS011,2,37,207205,Supplier_017,17,1,40,Distributor_003,Truck,8199,29,2013-06-14 19:10:08
SC009,Subcomponent SC009,subcomponent,CP020,1,12,13012,Supplier_020,32,4,50,Distributor_002,Air Freight,266,4,2012-11-30 02:04:34
SC014,Subcomponent SC014,subcomponent,CP003,2,16,14028,Supplier_017,38,3,64,Distributor_004,Rail,609,29,2021-01-27 20:08:33
SC017,Subcomponent SC017,subcomponent,CP004,4,11,47684,Supplier_041,43,1,35,Distributor_011,Air Freight,9425,10,2010-08-08 14:00:03
SC003,Subcomponent SC003,subcomponent,CP005,4,18,5731,Supplier_018,38,5,68,Distributor_005,Sea Freight,7932,6,2016-08-04 03:16:32
CP018,Component CP018,component,SS015,1,41,382965,Supplier_007,32,2,12,Distributor_014,Sea Freight,1662,13,2014-12-16 05:15:13
SC018,Subcomponent SC018,subcomponent,CP011,2,4,52710,Supplier_028,31,4,41,Distributor_010,Air Freight,6682,7,2010-10-19 00:56:14
SC007,Subcomponent SC007,subcomponent,CP009,2,10,12712,Supplier_020,19,3,42,Distributor_007,Truck,1896,22,2017-12-13 06:24:32
SC019,Subcomponent SC019,subcomponent,CP018,2,4,44014,Supplier_042,34,3,70,Distributor_010,Sea Freight,7822,15,2010-05-25 16:08:16
CP017,Component CP017,component,SS006,2,25,478206,Supplier_028,16,2,2,Distributor_006,Sea Freight,802,19,2020-09-23 18:46:40
SC017,Subcomponent SC017,subcomponent,CP008,3,10,6495,Supplier_024,28,5,50,Distributor_014,Rail,364,21,2015-11-18 11:32:51
SC018,Subcomponent SC018,subcomponent,CP007,2,5,5311,Supplier_037,26,1,11,Distributor_012,Rail,2038,28,2013-12-24 04:44:35
SC009,Subcomponent SC009,subcomponent,CP017,4,8,40906,Supplier_016,24,5,5,Distributor_004,Truck,8636,30,2013-05-11 01:45:31
RM005,Raw_material RM005,raw_material,CP017,5,1,3549,Supplier_034,50,4,60,Distributor_014,Air Freight,541,27,2016-07-01 11:47:30
SS017,Subsystem SS017,subsystem,SY019,2,63,1442086,Supplier_036,8,4,20,Distributor_003,Air Freight,5459,9,2016-05-15 19:09:27
CP016,Component CP016,component,SS002,4,44,260327,Supplier_005,29,5,0,Distributor_005,Rail,8493,5,2021-06-25 01:33:23
SC020,Subcomponent SC020,subcomponent,CP005,5,5,52189,Supplier_029,38,4,58,Distributor_014,Rail,5338,12,2017-05-09 16:10:34
SC014,Subcomponent SC014,subcomponent,CP001,1,14,47693,Supplier_017,33,1,31,Distributor_006,Air Freight,4181,4,2010-06-13 14:36:46
SC010,Subcomponent SC010,subcomponent,CP016,3,12,21110,Supplier_007,21,4,58,Distributor_009,Sea Freight,8960,15,2013-12-24 21:41:44
RM015,Raw_material RM015,raw_material,CP016,2,1,3917,Supplier_004,47,4,49,Distributor_004,Air Freight,4296,20,2012-01-03 10:30:06
CP009,Component CP009,component,SS008,2,40,470088,Supplier_028,28,3,5,Distributor_014,Truck,7181,10,2020-12-24 00:18:29
